ID,Dutch_Orig,English_gloss,High_Language_HL,Contemporary_Equiv_HL,Low_Language_LL,Contemporary_Equiv_LL,Remarks_Split,Remarks_Category,Remarks_Orig,pagenum
46,Eten,eat,menoh,-muno,pakehnonno,pakino no,LL: Kähler p. 147+206 pakinō nō ‘allow to eat’ (IN: ‘izinkan makan’),Rm_LL,"HL: Kähler p. 206 kamũnō ‘he’s eating’ (< nõ ‘eat’), etymology unclear but cf. PMP *ñepñep ‘drink, slurp, suck’ (> Makassar ño’ño’, Bimanese nono)
LL: Kähler p. 147+206 pakinō nō ‘allow to eat’ (IN: ‘izinkan makan’)
ME: ?muno ‘I eat’, pakino no ‘allow me to eat’",7
46,Eten,eat,menoh,-muno,pakehnonno,pakino no,"ME: ?muno ‘I eat’, pakino no ‘allow me to eat’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 206 kamũnō ‘he’s eating’ (< nõ ‘eat’), etymology unclear but cf. PMP *ñepñep ‘drink, slurp, suck’ (> Makassar ño’ño’, Bimanese nono)
LL: Kähler p. 147+206 pakinō nō ‘allow to eat’ (IN: ‘izinkan makan’)
ME: ?muno ‘I eat’, pakino no ‘allow me to eat’",7
47,Droomen,dream,à-nihai,nihia,,,ME: ka’nihia ‘to dream’ (yanihia’ ‘my dream’),Rm_Contemporary_Enggano_Translation,"Kähler p. 204 e’anĩxā ‘dream (n.)’, ka’anĩxā ‘dream (v.intr.)’, ka’anĩxaĩ ‘dream (v.tr.)’, etymology unclear, ME not recognized by Engga but by Milson
ME: ka’nihia ‘to dream’ (yanihia’ ‘my dream’)",7
47,Droomen,dream,à-nihai,nihia,,,"Kähler p. 204 e’anĩxā ‘dream (n.)’, ka’anĩxā ‘dream (v.intr.)’, ka’anĩxaĩ ‘dream (v.tr.)’, etymology unclear, ME not recognized by Engga but by Milson",Rm_Kahler,"Kähler p. 204 e’anĩxā ‘dream (n.)’, ka’anĩxā ‘dream (v.intr.)’, ka’anĩxaĩ ‘dream (v.tr.)’, etymology unclear, ME not recognized by Engga but by Milson
ME: ka’nihia ‘to dream’ (yanihia’ ‘my dream’)",7
48,Kruipen,crawl,o-oboh,—,,,"ME: ko’ob crawl’, kahor’ani ‘creep’",Rm_Contemporary_Enggano_Translation,"Kähler p. 224 ki(’o)’obo ‘crawl on all fours’, etymology unclear 
ME: ko’ob crawl’, kahor’ani ‘creep’",7
48,Kruipen,crawl,o-oboh,—,,,"Kähler p. 224 ki(’o)’obo ‘crawl on all fours’, etymology unclear ",Rm_Kahler,"Kähler p. 224 ki(’o)’obo ‘crawl on all fours’, etymology unclear 
ME: ko’ob crawl’, kahor’ani ‘creep’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)",Rm_HL,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano),Rm_LL,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,OE V# > ME Ø,Rm_Sound_Changes,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,OE l/r > ME r,Rm_Sound_Changes,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,OE V# > ME Ø,Rm_Sound_Changes,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
49,Zingen,sing,khorah,kohor,kala-lehah,kare,"ME: kohor ‘sing’, kare ‘singing festival’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 81 hohora ‘sing’ (?< PWMP *ñañuy, but quite irr., rather reduplication of hora)
OE V# > ME Ø
LL: Kähler p. 118 ekaleaẽkadea ‘largest (singing) festival on Enggano)
OE l/r > ME r
OE V# > ME Ø
ME: kohor ‘sing’, kare ‘singing festival’",7
50,Slaan,hit,bai-djihie,(paic),patta haleh,kahre,"HL: Kähler p. 90 ici ‘hit’, epáiciẽpéici ‘house knife’, etymology unclear",Rm_HL,"HL: Kähler p. 90 ici ‘hit’, epáiciẽpéici ‘house knife’, etymology unclear
OE V# > ME Ø
LL: Kähler p. 235 pakahadē~pakahalē ‘kill, extinguish’, etymology unclear, verb form *pa-kahre does not exist in ME 
ME: paic ‘machete’",7
50,Slaan,hit,bai-djihie,(paic),patta haleh,kahre,"LL: Kähler p. 235 pakahadē~pakahalē ‘kill, extinguish’, etymology unclear, verb form *pa-kahre does not exist in ME ",Rm_LL,"HL: Kähler p. 90 ici ‘hit’, epáiciẽpéici ‘house knife’, etymology unclear
OE V# > ME Ø
LL: Kähler p. 235 pakahadē~pakahalē ‘kill, extinguish’, etymology unclear, verb form *pa-kahre does not exist in ME 
ME: paic ‘machete’",7
50,Slaan,hit,bai-djihie,(paic),patta haleh,kahre,OE V# > ME Ø,Rm_Sound_Changes,"HL: Kähler p. 90 ici ‘hit’, epáiciẽpéici ‘house knife’, etymology unclear
OE V# > ME Ø
LL: Kähler p. 235 pakahadē~pakahalē ‘kill, extinguish’, etymology unclear, verb form *pa-kahre does not exist in ME 
ME: paic ‘machete’",7
50,Slaan,hit,bai-djihie,(paic),patta haleh,kahre,ME: paic ‘machete’,Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 90 ici ‘hit’, epáiciẽpéici ‘house knife’, etymology unclear
OE V# > ME Ø
LL: Kähler p. 235 pakahadē~pakahalē ‘kill, extinguish’, etymology unclear, verb form *pa-kahre does not exist in ME 
ME: paic ‘machete’",7
51,Krabben,scratch,phio-noh,(hion),kanihonie,kahnion,"HL: Kähler p. 79 kipahĩõnĩ ‘scratch each other’ (< hĩõ-nĩ ‘scratch’), circumfix pa...o unclear, maybe -(C)o suffix? ",Rm_HL,"HL: Kähler p. 79 kipahĩõnĩ ‘scratch each other’ (< hĩõ-nĩ ‘scratch’), circumfix pa...o unclear, maybe -(C)o suffix? 
LL: form unclear, also from hĩõnĩ with ka-ni- prefix? 
ME: hion ‘scratch’, kahnion ‘scratch’ (antipassive form)",7
51,Krabben,scratch,phio-noh,(hion),kanihonie,kahnion,"LL: form unclear, also from hĩõnĩ with ka-ni- prefix? ",Rm_LL,"HL: Kähler p. 79 kipahĩõnĩ ‘scratch each other’ (< hĩõ-nĩ ‘scratch’), circumfix pa...o unclear, maybe -(C)o suffix? 
LL: form unclear, also from hĩõnĩ with ka-ni- prefix? 
ME: hion ‘scratch’, kahnion ‘scratch’ (antipassive form)",7
51,Krabben,scratch,phio-noh,(hion),kanihonie,kahnion,"ME: hion ‘scratch’, kahnion ‘scratch’ (antipassive form)",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 79 kipahĩõnĩ ‘scratch each other’ (< hĩõ-nĩ ‘scratch’), circumfix pa...o unclear, maybe -(C)o suffix? 
LL: form unclear, also from hĩõnĩ with ka-ni- prefix? 
ME: hion ‘scratch’, kahnion ‘scratch’ (antipassive form)",7
52,Knijpen,pinch,pie-ie,(pĩh),fabieah,pabia,"HL: meaning ‘squeeze’, Kähler p. 249 pĩxĩ ‘squeeze (out)’, etymology unclear, but could be related to PWMP *pizet ‘squeeze’ if Walland’s hyphen indicates a glottal stop, expecting Enggano *pi’ik.",Rm_HL,"HL: meaning ‘squeeze’, Kähler p. 249 pĩxĩ ‘squeeze (out)’, etymology unclear, but could be related to PWMP *pizet ‘squeeze’ if Walland’s hyphen indicates a glottal stop, expecting Enggano *pi’ik.
LL: meaning ‘massage (v.)’, Kähler only has piodi (p. 253) for ‘massage (v.), caress’
ME: pĩh ‘squeeze’, kum ‘pinch’, apin ‘pinch’ [check meaning of pabia]",8
52,Knijpen,pinch,pie-ie,(pĩh),fabieah,pabia,"LL: meaning ‘massage (v.)’, Kähler only has piodi (p. 253) for ‘massage (v.), caress’",Rm_LL,"HL: meaning ‘squeeze’, Kähler p. 249 pĩxĩ ‘squeeze (out)’, etymology unclear, but could be related to PWMP *pizet ‘squeeze’ if Walland’s hyphen indicates a glottal stop, expecting Enggano *pi’ik.
LL: meaning ‘massage (v.)’, Kähler only has piodi (p. 253) for ‘massage (v.), caress’
ME: pĩh ‘squeeze’, kum ‘pinch’, apin ‘pinch’ [check meaning of pabia]",8
52,Knijpen,pinch,pie-ie,(pĩh),fabieah,pabia,"ME: pĩh ‘squeeze’, kum ‘pinch’, apin ‘pinch’ [check meaning of pabia]",Rm_Contemporary_Enggano_Translation,"HL: meaning ‘squeeze’, Kähler p. 249 pĩxĩ ‘squeeze (out)’, etymology unclear, but could be related to PWMP *pizet ‘squeeze’ if Walland’s hyphen indicates a glottal stop, expecting Enggano *pi’ik.
LL: meaning ‘massage (v.)’, Kähler only has piodi (p. 253) for ‘massage (v.), caress’
ME: pĩh ‘squeeze’, kum ‘pinch’, apin ‘pinch’ [check meaning of pabia]",8
53,Wrijven,rub,paka-kahah,pakakah,khi-ioh,hion,"HL: Kähler only has kaha’ôpô ‘grate, scrape (v.tr.)’ (p. 227) ",Rm_HL,"HL: Kähler only has kaha’ôpô ‘grate, scrape (v.tr.)’ (p. 227) 
LL: Kähler p. 79 hĩô-nĩ ‘scratch (v.tr.)’, etymology unclear 
ME: pakakah ‘grind’, kahne ‘wipe’, kahnion/kihion ‘scratch’, kah’ĩa’ ‘grate’, ĩ’ĩ ‘grate’ (yĩ’ĩ ‘grater’)",8
53,Wrijven,rub,paka-kahah,pakakah,khi-ioh,hion,"LL: Kähler p. 79 hĩô-nĩ ‘scratch (v.tr.)’, etymology unclear ",Rm_LL,"HL: Kähler only has kaha’ôpô ‘grate, scrape (v.tr.)’ (p. 227) 
LL: Kähler p. 79 hĩô-nĩ ‘scratch (v.tr.)’, etymology unclear 
ME: pakakah ‘grind’, kahne ‘wipe’, kahnion/kihion ‘scratch’, kah’ĩa’ ‘grate’, ĩ’ĩ ‘grate’ (yĩ’ĩ ‘grater’)",8
53,Wrijven,rub,paka-kahah,pakakah,khi-ioh,hion,"ME: pakakah ‘grind’, kahne ‘wipe’, kahnion/kihion ‘scratch’, kah’ĩa’ ‘grate’, ĩ’ĩ ‘grate’ (yĩ’ĩ ‘grater’)",Rm_Contemporary_Enggano_Translation,"HL: Kähler only has kaha’ôpô ‘grate, scrape (v.tr.)’ (p. 227) 
LL: Kähler p. 79 hĩô-nĩ ‘scratch (v.tr.)’, etymology unclear 
ME: pakakah ‘grind’, kahne ‘wipe’, kahnion/kihion ‘scratch’, kah’ĩa’ ‘grate’, ĩ’ĩ ‘grate’ (yĩ’ĩ ‘grater’)",8
54,Duwen,push (softly),kebadah,—,nja-hai,—,HL: unclear,Rm_HL,"HL: unclear
LL: unclear, but Kähler has hãnã́hã͜i ‘herd/drive sth. back and forth’ (p. 67), panahai ‘to shake’ (v.t.), other words in Kähler are ki’ônĩ ‘push, press’ (p.148), pĩxĩ ‘squeeze (out)’ (p. 249) and epahomôũa’a ‘the pressing’ (< môũ ‘give birth’) (p.194) 
ME: ku’ia’ ‘push’ (cf. Kähler p. 180 ku’i ‘push away’)",8
54,Duwen,push (softly),kebadah,—,nja-hai,—,"LL: unclear, but Kähler has hãnã́hã͜i ‘herd/drive sth. back and forth’ (p. 67), panahai ‘to shake’ (v.t.), other words in Kähler are ki’ônĩ ‘push, press’ (p.148), pĩxĩ ‘squeeze (out)’ (p. 249) and epahomôũa’a ‘the pressing’ (< môũ ‘give birth’) (p.194) ",Rm_LL,"HL: unclear
LL: unclear, but Kähler has hãnã́hã͜i ‘herd/drive sth. back and forth’ (p. 67), panahai ‘to shake’ (v.t.), other words in Kähler are ki’ônĩ ‘push, press’ (p.148), pĩxĩ ‘squeeze (out)’ (p. 249) and epahomôũa’a ‘the pressing’ (< môũ ‘give birth’) (p.194) 
ME: ku’ia’ ‘push’ (cf. Kähler p. 180 ku’i ‘push away’)",8
54,Duwen,push (softly),kebadah,—,nja-hai,—,ME: ku’ia’ ‘push’ (cf. Kähler p. 180 ku’i ‘push away’),Rm_Contemporary_Enggano_Translation,"HL: unclear
LL: unclear, but Kähler has hãnã́hã͜i ‘herd/drive sth. back and forth’ (p. 67), panahai ‘to shake’ (v.t.), other words in Kähler are ki’ônĩ ‘push, press’ (p.148), pĩxĩ ‘squeeze (out)’ (p. 249) and epahomôũa’a ‘the pressing’ (< môũ ‘give birth’) (p.194) 
ME: ku’ia’ ‘push’ (cf. Kähler p. 180 ku’i ‘push away’)",8
55,Stooten,push (heavily),ha-èh,—,,,"unclear, not recognized by Engga or Milson, Kähler p. 50 ʔē & Helfrich 1916 è ‘push away’",Rm_Others,"unclear, not recognized by Engga or Milson, Kähler p. 50 ʔē & Helfrich 1916 è ‘push away’",8
56,Ziek,sick,a-do-hoh,arėh,kapiekah,(kapuh),"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear",Rm_HL,"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear
OE d > ME r
OE o > ME ė
LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear
ME: arėh ‘have fever’, kapuh ‘sick’",8
56,Ziek,sick,a-do-hoh,arėh,kapiekah,(kapuh),"LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear",Rm_LL,"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear
OE d > ME r
OE o > ME ė
LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear
ME: arėh ‘have fever’, kapuh ‘sick’",8
56,Ziek,sick,a-do-hoh,arėh,kapiekah,(kapuh),OE d > ME r,Rm_Sound_Changes,"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear
OE d > ME r
OE o > ME ė
LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear
ME: arėh ‘have fever’, kapuh ‘sick’",8
56,Ziek,sick,a-do-hoh,arėh,kapiekah,(kapuh),OE o > ME ė,Rm_Sound_Changes,"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear
OE d > ME r
OE o > ME ė
LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear
ME: arėh ‘have fever’, kapuh ‘sick’",8
56,Ziek,sick,a-do-hoh,arėh,kapiekah,(kapuh),"ME: arėh ‘have fever’, kapuh ‘sick’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 46 edohoẽ(’)adoho ‘fever, malaria’, etymology unclear
OE d > ME r
OE o > ME ė
LL: unclear if this is the same word, but Kähler has kapuho ‘sick’ (p. 264), from which ME kapuh derives (< apuh), etymology unclear
ME: arėh ‘have fever’, kapuh ‘sick’",8
57,Dood,dead,ba-ah,ba’a,koeda-diah,(yakuru),"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear",Rm_HL,"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear
LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word
ME: bu- + a’a
OE V# > ME Ø
ME: ba’a ‘dead’, yakuru ‘funeral home’",8
57,Dood,dead,ba-ah,ba’a,koeda-diah,(yakuru),"LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word",Rm_LL,"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear
LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word
ME: bu- + a’a
OE V# > ME Ø
ME: ba’a ‘dead’, yakuru ‘funeral home’",8
57,Dood,dead,ba-ah,ba’a,koeda-diah,(yakuru),OE V# > ME Ø,Rm_Sound_Changes,"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear
LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word
ME: bu- + a’a
OE V# > ME Ø
ME: ba’a ‘dead’, yakuru ‘funeral home’",8
57,Dood,dead,ba-ah,ba’a,koeda-diah,(yakuru),ME: bu- + a’a,Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear
LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word
ME: bu- + a’a
OE V# > ME Ø
ME: ba’a ‘dead’, yakuru ‘funeral home’",8
57,Dood,dead,ba-ah,ba’a,koeda-diah,(yakuru),"ME: ba’a ‘dead’, yakuru ‘funeral home’",Rm_Contemporary_Enggano_Translation,"HL: Kähler p. 17 ba’ao (< bu- + ’ao) ‘die, be dead’, etymology unclear
LL: Kähler p. 186 eakurua (< kuru) ‘place of death’, unclear if this is the same word
ME: bu- + a’a
OE V# > ME Ø
ME: ba’a ‘dead’, yakuru ‘funeral home’",8
58,Gewond,hurt/ wounded,di-hoehoh,dihiñk,,,"ME: dihiñk (passive of hiñk) ‘cut (in skin)’, kitok ‘wounded’ (Kähler p. 101 ka’itoka ‘be wounded’",Rm_Contemporary_Enggano_Translation,"passive of Kähler p. 87 huka ‘cut apart’
ME: dihiñk (passive of hiñk) ‘cut (in skin)’, kitok ‘wounded’ (Kähler p. 101 ka’itoka ‘be wounded’",9
58,Gewond,hurt/ wounded,di-hoehoh,dihiñk,,,passive of Kähler p. 87 huka ‘cut apart’,Rm_Others,"passive of Kähler p. 87 huka ‘cut apart’
ME: dihiñk (passive of hiñk) ‘cut (in skin)’, kitok ‘wounded’ (Kähler p. 101 ka’itoka ‘be wounded’",9
59,Blind,blind,ka-pohpoh,kapė pė,kakénèh-bakka,ka’ken bak,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’",Rm_HL,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’
OE o > ME ė
LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)
OE V# > ME Ø
ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form]",9
59,Blind,blind,ka-pohpoh,kapė pė,kakénèh-bakka,ka’ken bak,"LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)",Rm_LL,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’
OE o > ME ė
LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)
OE V# > ME Ø
ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form]",9
59,Blind,blind,ka-pohpoh,kapė pė,kakénèh-bakka,ka’ken bak,OE o > ME ė,Rm_Sound_Changes,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’
OE o > ME ė
LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)
OE V# > ME Ø
ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form]",9
59,Blind,blind,ka-pohpoh,kapė pė,kakénèh-bakka,ka’ken bak,OE V# > ME Ø,Rm_Sound_Changes,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’
OE o > ME ė
LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)
OE V# > ME Ø
ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form]",9
59,Blind,blind,ka-pohpoh,kapė pė,kakénèh-bakka,ka’ken bak,ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form],Rm_Contemporary_Enggano_Translation,"HL: meaning ‘dark’, Kähler p. 258 kapõpō ‘become night/dark’
OE o > ME ė
LL: meaning ‘blind eye’, Kähler p. 132 ka’akënë ebaka ‘blind’ (literally’ ‘scabbed eye’)
OE V# > ME Ø
ME: kapė pė ‘dark’ [check again if ka’ken bak ‘blind eye’ is the correct form]",9
60,Eeenoogig,one-eyed,ka-kénèh,(ka’ken),,,OE V# > ME Ø,Rm_Sound_Changes,"short form of word above, Kähler p. 132 ka’akënë ‘blind’
OE V# > ME Ø
ME: [check again if ka’ken ‘blind’ is the correct form]",9
60,Eeenoogig,one-eyed,ka-kénèh,(ka’ken),,,ME: [check again if ka’ken ‘blind’ is the correct form],Rm_Contemporary_Enggano_Translation,"short form of word above, Kähler p. 132 ka’akënë ‘blind’
OE V# > ME Ø
ME: [check again if ka’ken ‘blind’ is the correct form]",9
60,Eeenoogig,one-eyed,ka-kénèh,(ka’ken),,,"short form of word above, Kähler p. 132 ka’akënë ‘blind’",Rm_Others,"short form of word above, Kähler p. 132 ka’akënë ‘blind’
OE V# > ME Ø
ME: [check again if ka’ken ‘blind’ is the correct form]",9
61,Loopen,run,keba-hèdie,(kabuher),hèdie-hèdie,heri,"HL: Kähler p. 72 kabahedi ‘be walking (along the beach)’ (kaba- progressive suffix?),",Rm_HL,"HL: Kähler p. 72 kabahedi ‘be walking (along the beach)’ (kaba- progressive suffix?),
LL: reduplication of ki kñkñ hedi ‘walk (along the beach)’ ME: kihier/kabuher ‘walk along the beach’ (ėg. ki kah baher heri yok ‘go walk along the beach’), heri yok ‘shore’ (recognized by Milson, not by Engga), reduplicated form is kikieher, but the Kähler form would be *kihehedi. This example shows that the elicitation might have taken close to the beach where someone performed a walk/run along the shorė",9
61,Loopen,run,keba-hèdie,(kabuher),hèdie-hèdie,heri,"LL: reduplication of ki kñkñ hedi ‘walk (along the beach)’ ME: kihier/kabuher ‘walk along the beach’ (ėg. ki kah baher heri yok ‘go walk along the beach’), heri yok ‘shore’ (recognized by Milson, not by Engga), reduplicated form is kikieher, but the Kähler form would be *kihehedi. This example shows that the elicitation might have taken close to the beach where someone performed a walk/run along the shorė",Rm_LL,"HL: Kähler p. 72 kabahedi ‘be walking (along the beach)’ (kaba- progressive suffix?),
LL: reduplication of ki kñkñ hedi ‘walk (along the beach)’ ME: kihier/kabuher ‘walk along the beach’ (ėg. ki kah baher heri yok ‘go walk along the beach’), heri yok ‘shore’ (recognized by Milson, not by Engga), reduplicated form is kikieher, but the Kähler form would be *kihehedi. This example shows that the elicitation might have taken close to the beach where someone performed a walk/run along the shorė",9
62,Vragen,ask,hoewarie,—,kha-nioh,—,HL: unclear,Rm_HL,"HL: unclear
LL: unclear
Kähler only has kipakokoi ‘let go, ask, convey’ (p. 162) and nũnũhũĩ ‘ask’ (p. 210)
ME: ?ñdih ‘ask for’ / nunuh ‘ask’ (intr.v.)",9
62,Vragen,ask,hoewarie,—,kha-nioh,—,LL: unclear,Rm_LL,"HL: unclear
LL: unclear
Kähler only has kipakokoi ‘let go, ask, convey’ (p. 162) and nũnũhũĩ ‘ask’ (p. 210)
ME: ?ñdih ‘ask for’ / nunuh ‘ask’ (intr.v.)",9
62,Vragen,ask,hoewarie,—,kha-nioh,—,ME: ?ñdih ‘ask for’ / nunuh ‘ask’ (intr.v.),Rm_Contemporary_Enggano_Translation,"HL: unclear
LL: unclear
Kähler only has kipakokoi ‘let go, ask, convey’ (p. 162) and nũnũhũĩ ‘ask’ (p. 210)
ME: ?ñdih ‘ask for’ / nunuh ‘ask’ (intr.v.)",9
62,Vragen,ask,hoewarie,—,kha-nioh,—,"Kähler only has kipakokoi ‘let go, ask, convey’ (p. 162) and nũnũhũĩ ‘ask’ (p. 210)",Rm_Kahler,"HL: unclear
LL: unclear
Kähler only has kipakokoi ‘let go, ask, convey’ (p. 162) and nũnũhũĩ ‘ask’ (p. 210)
ME: ?ñdih ‘ask for’ / nunuh ‘ask’ (intr.v.)",9
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear",Rm_HL,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,"LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!",Rm_LL,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,OE V# > ME Ø,Rm_Sound_Changes,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,OE d > ME r,Rm_Sound_Changes,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
63,Koorts,fever,ke-poearah,(kapur),adoh,arėh,OE o > ME ė,Rm_Sound_Changes,"HL: Kähler p. 261 kapuda ‘boil (tr.v.)’ (< puda), etymology unclear
OE V# > ME Ø
LL: Kähler p. 46 edohoë(’)adoho ‘fever, malaria’, etymology unclear; no final vowel in Walland but in Kähler (cf. ‘sick’)!
OE d > ME r
OE o > ME ė
ME: kapur ‘boil’ (tr.v.), arėh ‘have fever’",9
